# OpenSignals Text File Format
# {"20:16:12:22:01:28": {"sensor": ["RAW", "RAW"], "device name": "Test device", "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A5"], "sync interval": 2, "time": "15:19:54.815", "comments": "", "device connection": "BTH20:16:12:22:01:28", "channels": [2, 5], "keywords": "", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["A2", "A5"], "resolution": [4, 1, 1, 1, 1, 10, 10], "date": "2018-2-21", "special": [{}, {}]}}
# EndOfHeader
0	0	0	0	0	487	2	
1	0	0	0	0	478	2	
2	0	0	0	0	514	0	
3	0	0	0	0	476	1	
4	0	0	0	0	484	3	
5	0	0	0	0	494	2	
6	0	0	0	0	446	4	
7	0	0	0	0	477	3	
8	0	0	0	0	484	2	
9	0	0	0	0	448	1	
10	0	0	0	0	496	0	
11	0	0	0	0	487	1	
12	0	0	0	0	449	2	
13	0	0	0	0	491	3	
14	0	0	0	0	469	3	
15	0	0	0	0	461	2	
0	0	0	0	0	502	2	
1	0	0	0	0	470	1	
2	0	0	0	0	477	0	
3	0	0	0	0	499	2	
4	0	0	0	0	450	2	
5	0	0	0	0	478	3	
6	0	0	0	0	472	4	
7	0	0	0	0	430	2	
8	0	0	0	0	476	2	
9	0	0	0	0	459	1	
10	0	0	0	0	435	0	
11	0	0	0	0	475	2	
12	0	0	0	0	449	1	
13	0	0	0	0	453	3	
14	0	0	0	0	488	4	
15	0	0	0	0	455	1	
0	0	0	0	0	464	2	
1	0	0	0	0	480	2	
2	0	0	0	0	437	0	
3	0	0	0	0	473	3	
4	0	0	0	0	471	1	
5	0	0	0	0	436	2	
6	0	0	0	0	483	5	
7	0	0	0	0	475	1	
8	0	0	0	0	463	2	
9	0	0	0	0	509	2	
10	0	0	0	0	473	0	
11	0	0	0	0	452	2	
12	0	0	0	0	483	2	
13	0	0	0	0	444	2	
14	0	0	0	0	461	5	
15	0	0	0	0	485	2	
0	0	0	0	0	442	1	
1	0	0	0	0	473	2	
2	0	0	0	0	469	0	
3	0	0	0	0	432	2	
4	0	0	0	0	479	2	
5	0	0	0	0	458	1	
6	0	0	0	0	438	4	
7	0	0	0	0	471	2	
8	0	0	0	0	441	1	
9	0	0	0	0	451	2	
10	0	0	0	0	468	0	
11	0	0	0	0	430	1	
12	0	0	0	0	466	3	
13	0	0	0	0	488	2	
14	0	0	0	0	455	4	
15	0	0	0	0	502	3	
0	0	0	0	0	502	2	
1	0	0	0	0	462	2	
2	0	0	0	0	497	0	
3	0	0	0	0	465	1	
4	0	0	0	0	444	2	
5	0	0	0	0	480	3	
6	0	0	0	0	448	3	
7	0	0	0	0	452	2	
8	0	0	0	0	474	2	
9	0	0	0	0	431	1	
10	0	0	0	0	469	0	
11	0	0	0	0	468	2	
12	0	0	0	0	430	2	
13	0	0	0	0	473	3	
14	0	0	0	0	448	3	
15	0	0	0	0	419	2	
0	0	0	0	0	452	2	
1	0	0	0	0	415	1	
2	0	0	0	0	419	0	
3	0	0	0	0	449	2	
4	0	0	0	0	418	1	
5	0	0	0	0	463	3	
6	0	0	0	0	474	4	
7	0	0	0	0	444	2	
8	0	0	0	0	486	2	
9	0	0	0	0	475	1	
10	0	0	0	0	438	0	
11	0	0	0	0	473	2	
12	0	0	0	0	449	1	
13	0	0	0	0	411	2	
14	0	0	0	0	448	4	
15	0	0	0	0	428	1	
0	0	0	0	0	413	2	
1	0	0	0	0	462	2	
2	0	0	0	0	452	0	
3	0	0	0	0	448	2	
4	0	0	0	0	486	2	
5	0	0	0	0	448	1	
6	0	0	0	0	463	5	
7	0	0	0	0	481	2	
8	0	0	0	0	436	1	
9	0	0	0	0	469	2	
10	0	0	0	0	465	0	
11	0	0	0	0	430	2	
12	0	0	0	0	476	2	
13	0	0	0	0	461	1	
14	0	0	0	0	449	4	
15	0	0	0	0	489	2	
0	0	0	0	0	460	1	
1	0	0	0	0	456	2	
2	0	0	0	0	475	0	
3	0	0	0	0	430	1	
4	0	0	0	0	459	2	
5	0	0	0	0	471	2	
6	0	0	0	0	431	4	
7	0	0	0	0	478	2	
8	0	0	0	0	467	1	
9	0	0	0	0	444	2	
10	0	0	0	0	481	0	
11	0	0	0	0	445	1	
12	0	0	0	0	436	2	
13	0	0	0	0	467	2	
14	0	0	0	0	430	3	
15	0	0	0	0	465	2	
0	0	0	0	0	480	2	
1	0	0	0	0	440	1	
2	0	0	0	0	483	0	
3	0	0	0	0	471	1	
4	0	0	0	0	446	2	
5	0	0	0	0	487	3	
6	0	0	0	0	462	3	
7	0	0	0	0	448	2	
8	0	0	0	0	478	2	
9	0	0	0	0	435	1	
10	0	0	0	0	453	0	
11	0	0	0	0	475	2	
12	0	0	0	0	438	1	
13	0	0	0	0	471	3	
14	0	0	0	0	481	4	
15	0	0	0	0	440	2	
0	0	0	0	0	482	2	
1	0	0	0	0	471	1	
2	0	0	0	0	442	0	
3	0	0	0	0	484	3	
4	0	0	0	0	458	1	
5	0	0	0	0	455	2	
6	0	0	0	0	494	4	
7	0	0	0	0	457	1	
8	0	0	0	0	480	3	
9	0	0	0	0	491	2	
10	0	0	0	0	443	0	
11	0	0	0	0	478	3	
12	0	0	0	0	468	1	
13	0	0	0	0	437	2	
14	0	0	0	0	480	4	
15	0	0	0	0	460	1	
0	0	0	0	0	456	2	
1	0	0	0	0	493	2	
2	0	0	0	0	455	0	
3	0	0	0	0	464	3	
4	0	0	0	0	481	2	
5	0	0	0	0	431	2	
6	0	0	0	0	462	4	
7	0	0	0	0	460	1	
8	0	0	0	0	427	2	
9	0	0	0	0	473	2	
10	0	0	0	0	459	0	
11	0	0	0	0	449	2	
12	0	0	0	0	482	2	
13	0	0	0	0	445	1	
14	0	0	0	0	453	4	
15	0	0	0	0	476	2	
0	0	0	0	0	438	1	
1	0	0	0	0	474	2	
2	0	0	0	0	473	0	
3	0	0	0	0	432	2	
4	0	0	0	0	475	3	
5	0	0	0	0	456	1	
6	0	0	0	0	447	4	
7	0	0	0	0	489	2	
8	0	0	0	0	455	1	
9	0	0	0	0	481	2	
10	0	0	0	0	500	0	
11	0	0	0	0	462	2	
12	0	0	0	0	499	3	
13	0	0	0	0	504	2	
14	0	0	0	0	466	4	
15	0	0	0	0	508	3	
0	0	0	0	0	493	2	
1	0	0	0	0	464	2	
2	0	0	0	0	504	0	
3	0	0	0	0	473	1	
4	0	0	0	0	462	2	
5	0	0	0	0	489	2	
6	0	0	0	0	444	4	
7	0	0	0	0	467	2	
8	0	0	0	0	489	2	
9	0	0	0	0	448	1	
10	0	0	0	0	487	0	
11	0	0	0	0	484	2	
12	0	0	0	0	455	2	
13	0	0	0	0	500	3	
14	0	0	0	0	479	4	
15	0	0	0	0	468	2	
0	0	0	0	0	509	3	
1	0	0	0	0	481	1	
2	0	0	0	0	488	1	
3	0	0	0	0	517	2	
4	0	0	0	0	476	2	
5	0	0	0	0	504	3	
6	0	0	0	0	509	4	
7	0	0	0	0	463	2	
8	0	0	0	0	499	3	
9	0	0	0	0	495	1	
10	0	0	0	0	462	0	
11	0	0	0	0	505	3	
12	0	0	0	0	482	1	
13	0	0	0	0	456	2	
14	0	0	0	0	497	5	
15	0	0	0	0	462	1	
0	0	0	0	0	471	3	
1	0	0	0	0	496	2	
2	0	0	0	0	463	0	
3	0	0	0	0	504	3	
4	0	0	0	0	508	2	
5	0	0	0	0	467	2	
6	0	0	0	0	511	5	
7	0	0	0	0	493	1	
8	0	0	0	0	476	2	
9	0	0	0	0	513	2	
10	0	0	0	0	477	0	
11	0	0	0	0	477	3	
12	0	0	0	0	511	2	
13	0	0	0	0	484	2	
14	0	0	0	0	505	5	
15	0	0	0	0	523	2	
0	0	0	0	0	479	2	
1	0	0	0	0	512	3	
2	0	0	0	0	506	0	
3	0	0	0	0	467	2	
4	0	0	0	0	513	3	
5	0	0	0	0	495	2	
6	0	0	0	0	480	4	
7	0	0	0	0	524	3	
8	0	0	0	0	490	2	
9	0	0	0	0	484	2	
10	0	0	0	0	511	0	
11	0	0	0	0	464	1	
12	0	0	0	0	467	3	
13	0	0	0	0	487	2	
14	0	0	0	0	444	4	
15	0	0	0	0	482	3	
0	0	0	0	0	488	2	
1	0	0	0	0	451	2	
2	0	0	0	0	498	0	
3	0	0	0	0	490	1	
4	0	0	0	0	461	2	
5	0	0	0	0	502	3	
6	0	0	0	0	475	4	
7	0	0	0	0	454	2	
8	0	0	0	0	491	2	
9	0	0	0	0	451	1	
10	0	0	0	0	448	0	
11	0	0	0	0	475	2	
12	0	0	0	0	436	1	
13	0	0	0	0	468	3	
14	0	0	0	0	489	4	
15	0	0	0	0	455	2	
0	0	0	0	0	505	3	
1	0	0	0	0	501	1	
2	0	0	0	0	476	0	
3	0	0	0	0	520	3	
4	0	0	0	0	494	1	
5	0	0	0	0	483	3	
6	0	0	0	0	504	4	
7	0	0	0	0	453	1	
8	0	0	0	0	465	3	
9	0	0	0	0	474	2	
10	0	0	0	0	436	0	
11	0	0	0	0	477	3	
12	0	0	0	0	464	1	
13	0	0	0	0	427	2	
14	0	0	0	0	472	4	
15	0	0	0	0	446	1	
0	0	0	0	0	435	2	
1	0	0	0	0	481	2	
2	0	0	0	0	457	0	
3	0	0	0	0	472	3	
4	0	0	0	0	498	2	
5	0	0	0	0	455	2	
6	0	0	0	0	487	5	
7	0	0	0	0	496	2	
8	0	0	0	0	455	2	
9	0	0	0	0	494	2	
10	0	0	0	0	483	0	
11	0	0	0	0	452	2	
12	0	0	0	0	497	3	
13	0	0	0	0	472	1	
14	0	0	0	0	460	4	
15	0	0	0	0	497	2	
0	0	0	0	0	464	1	
1	0	0	0	0	481	3	
2	0	0	0	0	506	0	
3	0	0	0	0	469	2	
4	0	0	0	0	511	3	
5	0	0	0	0	503	2	
6	0	0	0	0	472	4	
7	0	0	0	0	518	3	
8	0	0	0	0	494	1	
9	0	0	0	0	483	2	
10	0	0	0	0	518	0	
11	0	0	0	0	482	2	
12	0	0	0	0	486	3	
13	0	0	0	0	503	2	
14	0	0	0	0	462	4	
15	0	0	0	0	494	3	
0	0	0	0	0	503	2	
1	0	0	0	0	469	2	
2	0	0	0	0	524	0	
3	0	0	0	0	535	2	
4	0	0	0	0	529	3	
5	0	0	0	0	584	3	
6	0	0	0	0	564	5	
7	0	0	0	0	575	3	
